;;
;;
;;
;;
;;
;;
;;
7;0.009002319;0.008842362;0.0002659833;9.665817E-05;0.002006273;0.9452595;0.03433045;0.0001964323
8;0.001395593;0.005698465;4.940059E-05;4.283827E-05;0.01410476;0.9745657;0.003997028;0.0001461893
9;0.0001633911;0.004570521;1.05586E-05;0.0003713878;0.01743895;0.9727235;0.00218289;0.002538793
10;0.0006576234;0.0004137043;0.0007709645;0.01500255;0.001632518;0.3142272;0.01102868;0.6562667
11;0.0001957241;0.0008839766;1.678396E-06;7.202027E-06;2.798653E-05;0.9982395;0.0004922681;0.0001516662
12;0.0008178261;0.0004046148;4.098035E-05;0.0003791012;0.0002497837;0.9445814;0.0005959085;0.05293033
13;0.0007485936;0.0003698548;3.0569E-05;0.005594777;4.60015E-05;0.4691462;0.0008821648;0.5231818
14;0.023448;0.006415891;0.0001900179;0.0008625473;2.984609E-05;0.9397308;0.02837722;0.0009457071
15;0.0004866435;0.0004564718;5.156609E-06;0.0001214231;3.361672E-05;0.9966255;0.001705617;0.0005656092
16;7.763538E-05;0.001804898;1.616468E-05;6.128942E-05;0.004197227;0.9902982;0.00327161;0.000272978
17;1.18199E-05;0.0001220812;9.921674E-07;7.962522E-06;6.242004E-06;0.5780042;0.4218434;3.262712E-06
18;0.002129794;0.004847325;0.0005071663;0.01445202;0.009479105;0.895593;0.0640787;0.0089129
19;2.018551E-06;2.920611E-06;2.35338E-06;1.808584E-07;0.0004394408;0.9792579;0.02028679;8.363069E-06
20;0.005891399;0.0007911147;7.878152E-05;0.001676445;0.001446325;0.9718465;0.001920295;0.01634918
21;0.04062229;0.001029064;0.001531799;0.002889845;0.01216048;0.9153714;0.01635334;0.01004175
22;0.003692846;0.0001783513;1.615041E-05;0.0968873;2.06261E-05;0.03819698;0.001097181;0.8599105
23;0.003486393;9.873041E-05;4.317484E-05;0.05528072;0.000152655;0.474031;0.00281438;0.464093
24;8.679018E-05;0.0006565668;1.521727E-06;2.132725E-06;8.952282E-05;0.9988384;0.0002376594;8.736383E-05
25;0.0005677816;0.01431377;0.001384548;0.0001867958;0.1272863;0.8083099;0.03696832;0.01098254
26;0.001021639;0.2229593;0.002374598;0.000507286;0.07809972;0.6326265;0.05816107;0.004249921
27;0.0004805314;0.007204449;2.30747E-05;2.633961E-06;0.01406181;0.9777413;0.0003958598;9.034999E-05
28;0.0001091233;0.02517134;1.625054E-05;6.497638E-07;0.1932725;0.7810884;0.000206023;0.0001358121
29;0.0001761323;0.01095077;1.850534E-05;5.935567E-07;0.1977113;0.7908647;0.0002226733;5.533924E-05
30;0.0001840943;0.01120081;1.360059E-05;7.376209E-07;0.2348369;0.7534738;0.0002311924;5.88099E-05
31;0.0009180059;0.01700777;0.001859234;9.518919E-05;0.1648484;0.7975656;0.0167061;0.0009997204
32;0.01204489;0.003857949;0.001652203;0.01598912;0.09594198;0.7278351;0.00531387;0.1373649
33;0.001587314;0.1917925;0.00040625;0.01302117;0.001469627;0.7147989;0.03002796;0.04689632
34;8.353515E-06;0.001246436;1.294585E-05;2.300569E-06;0.9910859;0.007223242;0.00041301;7.760031E-06
35;0.0002844355;0.003414953;0.0001571917;1.181477E-05;0.7658041;0.2290757;0.00117208;7.978692E-05
36;1.379211E-05;0.002683521;1.525733E-05;3.044984E-06;0.9336941;0.06297458;0.0005821991;3.348335E-05
37;2.80248E-05;0.004825052;2.191479E-05;3.643177E-06;0.8822083;0.1124674;0.0003831823;6.249937E-05
74;1.797138E-05;6.722647E-05;1.055718E-05;1.888929E-05;0.006346201;0.9883245;0.004184506;0.001030125
80;0.03702053;0.3660521;0.00408508;1.983669E-05;0.091465;0.4936023;0.007425007;0.000330139
81;0.01573469;0.2656306;0.01002682;4.13354E-05;0.05020252;0.6056917;0.05222477;0.0004475997
82;0.0002441195;0.0005067181;0.0001602303;1.846249E-05;0.0208433;0.9568367;0.02115503;0.0002354638
87;0.000329552;9.689484E-05;6.614678E-05;0.0002343792;0.0002760535;0.9858972;0.008313496;0.004786247
92;3.354447E-05;0.001274934;2.003158E-05;8.983878E-07;0.1285486;0.8571578;0.01294594;1.821251E-05
93;0.003126716;0.05523504;0.0006581756;3.283852E-05;0.1021766;0.8157938;0.02279104;0.0001858659
94;0.0002548893;0.003923229;2.516128E-05;5.841996E-06;0.009684486;0.9801046;0.005942509;5.924079E-05
102;1.158012E-05;0.0002618678;1.985878E-06;1.56131E-06;8.622841E-05;0.997343;0.002246927;4.686084E-05
103;3.22745E-05;0.009320217;3.153498E-05;6.986147E-07;0.4293083;0.5602953;0.0009800857;3.150534E-05
121;0.0005575751;0.001966693;0.0001192363;0.001357231;0.0003365006;0.9446619;0.04916554;0.001835318
122;1.415191E-06;3.380044E-06;2.065224E-08;4.718321E-07;1.533486E-08;0.9948123;0.005179296;3.130851E-06
123;0.1228072;0.006221838;0.002105852;0.000229929;0.0007370919;0.8621477;0.002793144;0.002957213
163;0.4543279;0.04093114;0.0007331438;5.79052E-06;4.086311E-06;0.5004962;0.003384957;0.0001167471
164;0.2562172;0.5637448;0.002781177;3.181802E-06;7.81302E-06;0.1680926;0.009114068;3.914782E-05
165;0.3955437;0.07821649;0.003444701;0.0001222556;8.363496E-06;0.518186;0.003550564;0.0009278733
166;0.2727564;0.2317628;0.005143182;5.439898E-05;6.891474E-05;0.4855769;0.003884092;0.000753273
167;0.008373193;0.07665336;0.007853639;0.2074175;0.03112265;0.2595763;0.4002631;0.008740286
168;0.02048207;0.5872443;0.02568267;0.007541661;0.006098355;0.1569532;0.1949025;0.00109521
169;0.03870165;0.4498318;0.02353498;0.003802173;0.01877024;0.1699558;0.2948248;0.0005784596
170;0.04318022;0.1367798;0.01773257;0.004915992;0.01190465;0.3354584;0.4489722;0.001056196
171;0.1338797;0.165381;0.02333674;0.002472801;0.01555934;0.3787045;0.2799795;0.0006863839
172;0.01744547;0.006858808;0.005021563;0.07041433;0.0004141352;0.6521127;0.1867157;0.06101738
173;0.0244602;0.004687265;0.00114495;0.001499195;8.432343E-06;0.4774447;0.4900706;0.0006846372
174;0.01017666;0.01022269;0.003629582;0.000337709;0.0008551811;0.1748631;0.7997844;0.0001307848
175;0.05910164;0.2619345;0.04275818;0.02420388;0.01426466;0.3054843;0.2813163;0.01093655
176;0.04308216;0.06860475;0.0180267;0.01142262;0.01042348;0.3875481;0.4568681;0.004024112
